_id,ano,almacenamiento,marca,pantalla_in,pantalla_tipo,velocidad_cpu_ghz,ram,grosor,peso,ancho_px,alto_px,bateria,promedio_valoraciones,precio_anterior,precio_actual
B09RNDTXJX,2024.0,128.0,samsung,6.6,amoled,3.3,4.0,0.8399999999999999,198.0,1080.0,2400.0,5000.0,553.0952380952381,319.0,284.99
B0DGXXTBLJ,2024.0,256.0,tcl,6.8,lcd,3.0,16.0,0.8999999999999999,192.0,1920.0,1080.0,5010.0,10.5,219.99,199.99
B0DJ2XZHLZ,2024.0,256.0,honor,6.7,amoled,3.0,8.0,2.57,254.42,2412.0,1080.0,4500.0,1.875,499.99,209.0
B0BNQ5Y8BR,2022.0,256.0,unihertz,3.0,lcd,1.5,4.0,1.65,110.0,1080.0,2400.0,2000.0,52.0,149.99,209.99
B0CBL2S1G3,2024.0,128.0,jectse,1.7999999999999998,lcd,0.5999999999999996,32.0,2.57,254.42,1080.0,2400.0,800.0,0.4347826086956559,34.829999999999984,34.83000000000001
B0CPT8SK6H,2024.0,256.0,xiaomi,6.67,amoled,0.0,8.0,0.8,188.0,1920.0,1080.0,5000.0,1033.658536585366,249.0,159.95
B0D5YM61M2,2024.0,256.0,doogee,6.56,lcd,1.3999999999999995,16.0,1.07,240.0,1080.0,2400.0,5150.0,5.2272727272727195,209.99,149.99
B0CHBJD9QZ,2024.0,128.0,msmga,5.0,lcd,1.2000000000000002,1.0,2.57,254.42,720.0,1280.0,3000.0,65.66666666666667,199.99,55.99000000000001
B0DPHCW9W6,2024.0,128.0,realme,6.74,lcd,1.7999999999999998,4.0,0.78,187.0,1600.0,720.0,5000.0,8.974358974358978,104.99000000000001,97.0
B0D8QQ895Q,2024.0,256.0,vivo,6.68,lcd,3.0,8.0,0.8,380.0,1080.0,2400.0,6000.0,23.720930232558146,199.99,169.0
B0CPLLJ367,2024.0,256.0,honor,6.78,amoled,3.1000000000000005,8.0,2.57,254.42,1080.0,2400.0,5200.0,45.22727272727272,499.99,229.0
B0D4LZJ3ZG,2024.0,128.0,msmga,5.0,lcd,1.2000000000000002,1.0,2.57,254.42,720.0,1280.0,3000.0,20.571428571428584,59.99000000000001,56.99000000000001
B0B786BT7Z,2024.0,64.0,xiaomi,6.0,lcd,32.3,4.0,0.8,500.0,1080.0,2400.0,5000.0,58.837209302325604,109.1,89.9
B0CHVBHCFS,2024.0,128.0,blackview,6.52,lcd,33.2,8.0,2.57,254.42,1080.0,2400.0,5180.0,62.325581395348834,88.99000000000001,88.98999999999998
B0DG5SB94T,2024.0,512.0,doogee,6.78,lcd,2.5,32.0,1.58,383.0,2460.0,1080.0,8680.0,5.333333333333371,569.99,399.99
B0D6YYX6WK,2024.0,512.0,cubot,6.58,lcd,2.6000000000000005,32.0,2.57,254.42,2408.0,1080.0,10200.0,18.666666666666657,199.99,389.99
B0B31F47DH,2024.0,64.0,energizer,1.5700000000000003,lcd,0.0,1.0,1.4,170.0,1280.0,720.0,1000.0,314.1463414634147,199.99,19.99000000000001
B0D3F7HQSS,2024.0,128.0,umidigi,6.75,lcd,2.0,12.0,0.79,189.0,1080.0,2400.0,5000.0,160.5263157894737,149.99,127.49
B0DRYSQTBN,2024.0,256.0,realme,6.72,lcd,2.8,8.0,0.79,350.0,1080.0,2400.0,6000.0,1.1111111111111143,329.99,178.0
B0DKP7RCTJ,2024.0,128.0,xiaomi,6.67,lcd,3.0,6.0,2.57,254.42,1080.0,2400.0,5500.0,44.77272727272728,229.9,199.99
B0D31ZZXLF,2024.0,256.0,motorola,6.67,lcd,2.2,8.0,2.57,254.42,1080.0,2400.0,3600.0,12.045454545454504,199.99,276.0
B0CLV7XMVC,2023.0,256.0,doogee,4.5,lcd,2.8,8.0,2.57,254.42,1080.0,2400.0,3000.0,1.190476190476204,169.99,169.99
B0BD5RBRCM,2024.0,128.0,bewinner,2.5,lcd,26.5,1.0,2.57,254.42,1080.0,2400.0,5000.0,2.962962962962962,92.42000000000002,92.41999999999999
B0CR3XCB81,2024.0,512.0,xiaomi,6.67,oled,2.8,12.0,0.8900000000000001,205.0,2400.0,1080.0,5000.0,63.33333333333333,364.0,347.0
B0DGLKLFJB,2025.0,256.0,oukitel,6.56,ips,2.0,24.0,1.53,680.0,720.0,1600.0,11000.0,16.444444444444457,259.99,249.99
B0DLCXF946,2024.0,256.0,xiaomi,6.88,lcd,15.5,8.0,2.57,254.42,1640.0,720.0,5160.0,0.9090909090909065,143.0,128.07
B0CCW6FBLS,2024.0,256.0,motorola,6.55,oled,1.0,12.0,0.78,170.0,1080.0,2400.0,5000.0,184.4186046511628,399.0,234.0
B0D7937X6N,2024.0,64.0,fossibot,6.74,lcd,2000.0,12.0,2.57,254.42,1080.0,2400.0,10300.0,39.28571428571428,139.99,109.99
B0DRD2J39F,2024.0,128.0,xiaomi,6.67,amoled,2.3999999999999995,6.0,0.8199999999999998,200.0,1080.0,2400.0,5500.0,0.9523809523809632,165.23,159.0
B0CWS1SL9F,2024.0,128.0,xiaomi,6.56,lcd,2.0,4.0,2.57,254.42,1080.0,2400.0,5000.0,37.14285714285714,124.57,88.5
B0DFWGW6X6,2024.0,256.0,motorola,6.5,oled,2.2,8.0,0.76,160.0,1080.0,2400.0,5000.0,3.3333333333333144,198.49,198.49
B0DNFB4D6H,2023.0,128.0,vivo,6.56,lcd,2.3999999999999995,4.0,2.57,254.42,1080.0,2400.0,5000.0,0.9523809523809632,139.9,139.9
B0DH4D1R7R,2024.0,64.0,sparkledot,1.7999999999999998,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.146341463414615,92.66,22.97999999999999
B0DQKWX5MP,2025.0,256.0,oukitel,6.7,amoled,2.2,24.0,0.8199999999999998,490.0,2412.0,1080.0,5150.0,3.75,260.0,260.0
B0BW68WVK3,2024.0,128.0,xiaomi,6.56,lcd,1.0,2.0,2.57,254.42,1080.0,2400.0,3600.0,111.7948717948718,87.65,82.0
B0D5H9TKYC,2024.0,128.0,oukitel,6.8,lcd,2.2,24.0,2.57,254.42,720.0,1600.0,5150.0,68.09523809523809,199.99,189.99
B0BYMPG5KL,2024.0,128.0,samsung,6.4,amoled,2.8999999999999995,8.0,2.57,254.42,1080.0,2400.0,5000.0,32.27272727272728,284.0,284.0
B0C2QH6MNQ,2024.0,64.0,oukitel,6.52,lcd,2.3,7.0,1.0,350.0,1760.0,1060.0,10600.0,37.56756756756755,149.99,139.99
B0CQYWG2T8,2024.0,256.0,xiaomi,6.67,lcd,2.3999999999999995,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.9523809523809632,249.0,156.8
B0D8BDTNKY,2025.0,128.0,doogee,5.5,lcd,1.6000000000000005,8.0,1.62,262.0,1080.0,2400.0,6300.0,8.444444444444457,159.99,116.0
B0C3LYJT6X,2024.0,256.0,cubot,6.58,lcd,2.0,16.0,0.97,217.0,1920.0,1080.0,5000.0,51.621621621621614,146.99,129.99
B0DM282F1G,2024.0,256.0,oppo,6.67,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5100.0,3.809523809523796,209.0,209.0
B0DB85DRHX,2025.0,512.0,doogee,6.78,lcd,2.6000000000000005,36.0,1.63,383.0,1080.0,2160.0,8680.0,7.659574468085111,639.99,499.99
B0DJT58WGZ,2024.0,128.0,cubot,6.56,lcd,1.6000000000000005,6.0,1.28,268.0,1080.0,2400.0,5100.0,2.857142857142861,199.99,129.95
B0DHRTYLC7,2024.0,128.0,cubot,6.75,lcd,1.7999999999999998,12.0,2.57,254.42,720.0,1600.0,5100.0,15.25,129.99,99.98999999999998
B09DP7YYWX,2024.0,128.0,ulefone,5.5,amoled,1.7999999999999998,3.0,1.38,235.0,720.0,1440.0,5000.0,25.714285714285722,199.99,139.99
B0CN12J4Y2,2024.0,128.0,samsung,6.7,lcd,15.7,4.0,0.8799999999999999,195.0,1080.0,2400.0,5000.0,55.68181818181817,138.88,134.9
B0B8PBZC8S,2022.0,128.0,xiaomi,40.55,amoled,3.0,8.0,0.7,173.0,2400.0,1080.0,5000.0,25.0,217.66,169.0
B0BZ7R2MPQ,2023.0,256.0,xiaomi,6.67,amoled,2.0,8.0,2.57,254.42,2400.0,1080.0,5000.0,2705.31914893617,195.99,195.99
B0BZV2LKQX,2024.0,128.0,oscal,6.5,lcd,2.0,7.0,0.94,193.0,720.0,1600.0,5080.0,112.6829268292683,199.99,89.98999999999998
B0C1GPK2LX,2024.0,128.0,fossibot,5.45,lcd,14.4,7.0,2.57,254.42,720.0,1440.0,10600.0,63.0,199.99,139.99
B0CNVFR3RT,2024.0,128.0,doogee,6.52,lcd,2.3,9.0,0.9100000000000001,187.0,720.0,1600.0,4200.0,6.666666666666657,199.99,89.98999999999998
B0D4M1SJY4,2024.0,128.0,msmga,5.0,lcd,1.2000000000000002,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428584,59.99000000000001,56.99000000000001
B0DFGG7DM5,2024.0,128.0,oppo,6.7,lcd,2.2,6.0,0.77,200.0,1080.0,2400.0,5100.0,1.5909090909090935,159.0,135.0
B0DFGTKDH4,2024.0,256.0,oppo,6.56,lcd,3.0,8.0,2.57,254.42,2400.0,1080.0,5100.0,2.926829268292664,149.0,144.0
B09QH3JT6P,2024.0,128.0,samsung,6.5,superamoled,3.3999999999999995,5.0,0.81,190.0,1080.0,2400.0,5000.0,1091.1904761904761,449.0,296.0
B09MJSL8MR,2018.0,256.0,apple,6.1,xdr,2.5,8.0,2.57,254.42,1080.0,2400.0,2815.0,65.0,499.99,379.0
B0CMRRKV79,2024.0,256.0,xiaomi,6.74,lcd,15.0,8.0,0.81,192.0,1080.0,2400.0,5000.0,41.904761904761926,199.99,144.27
B0DFPRT8V2,2024.0,64.0,oukitel,6.6,lcd,21.8,8.0,2.57,254.42,720.0,1600.0,4300.0,31.818181818181813,239.99,99.98999999999998
B0DHRSYD7V,2024.0,128.0,cubot,6.75,lcd,1.7999999999999998,12.0,2.57,254.42,720.0,1600.0,5100.0,15.25,129.99,99.98999999999998
B0D7TZWD9G,2024.0,128.0,google,6.3,amoled,3.0,12.0,0.8599999999999999,190.0,1080.0,2160.0,4650.0,56.74418604651163,1099.0,849.0
B0DCZ4ZT4Q,2024.0,64.0,doogee,5.5,lcd,17.9,8.0,2.57,254.42,1080.0,2400.0,6300.0,0.8000000000000114,199.99,109.99
B09Q9ZVXZY,2024.0,128.0,xiaomi,6.43,lcd,2.3999999999999995,4.0,0.81,179.5,1920.0,1080.0,5000.0,3821.590909090909,499.99,188.75
B0C6HTJ8RQ,2024.0,128.0,xiaomi,6.79,lcd,2.0,4.0,0.8199999999999998,30.0,2460.0,1080.0,5000.0,320.0,499.99,152.89
B0DKT9VD51,2024.0,128.0,doogee,6.56,lcd,32.3,20.0,2.57,254.42,720.0,1600.0,5000.0,4.634146341463406,159.99,89.98999999999998
B0C3XNCQDC,2024.0,64.0,leyt,5.0,lcd,2.1000000000000014,32.0,2.57,254.42,1080.0,2400.0,3500.0,19.459459459459424,64.23000000000002,64.22999999999999
B0DJL3RGDC,2024.0,128.0,zte,6.56,lcd,22.5,4.0,11.420000000000002,500.0,720.0,1600.0,5000.0,4.634146341463406,1.2200000000000273,98.68
B09MJTK6HR,2024.0,256.0,apple,6.1,xdr,2.5,12.0,2.57,254.42,1080.0,2400.0,2815.0,302.97297297297297,549.0,468.0
B0CHP11VXC,2023.0,128.0,oukitel,6.52,lcd,2.8,16.0,2.57,254.42,1600.0,720.0,10600.0,213.6842105263158,199.99,169.99
B0DJY6QMJR,2024.0,256.0,ulefone,6.75,lcd,16.3,8.0,0.9100000000000001,320.0,1560.0,720.0,11.0,9.25,139.99,118.99
B09SHWGFJC,2022.0,256.0,samsung,6.4,oled,3.2,6.0,2.5,186.0,1080.0,2400.0,5000.0,1040.681818181818,273.57,273.57
B0D8BFFTNW,2024.0,256.0,doogee,6.56,lcd,1.6000000000000005,20.0,2.57,254.42,1080.0,2400.0,5150.0,14.285714285714278,239.99,169.99
B0C7KT6NGR,2024.0,128.0,xiaomi,6.79,lcd,2.0,4.0,0.8199999999999998,400.0,1080.0,2400.0,5000.0,20.243902439024396,101.93,101.93
