ano,almacenamiento,marca,pantalla_in,pantalla_tipo,velocidad_cpu_ghz,ram,grosor,peso,ancho_px,alto_px,bateria,promedio_valoraciones,precio_anterior,precio_actual,z_score,anomaly,cluster,mahalanobis
2024.0,256.0,motorola,6.5,oled,2.2,8.0,0.76,160.0,1080.0,2400.0,5000.0,3.333333333333333,198.49,198.49,-0.13071048739844698,1,3,1.5291033615590055
2024.0,64.0,sparkledot,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.146341463414634,92.66,22.98,-0.9028777007026878,1,1,3.931432926328328
2024.0,128.0,samsung,6.4,amoled,2.9,8.0,2.57,254.42,1080.0,2400.0,5000.0,32.27272727272727,284.0,284.0,0.24549610145486978,1,6,1.2173852734312895
2024.0,256.0,xiaomi,6.67,lcd,2.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.9523809523809524,249.0,156.8,-0.31412824776910275,1,0,1.1096333127940212
2024.0,256.0,oppo,6.67,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5100.0,3.809523809523809,209.0,209.0,-0.0844710855875669,1,0,1.037476012853697
2024.0,128.0,cubot,6.56,lcd,1.6,6.0,1.28,268.0,1080.0,2400.0,5100.0,2.857142857142857,199.99,129.95,-0.4322565007302952,1,6,1.2787833415950192
2024.0,128.0,samsung,6.7,lcd,15.7,4.0,0.88,195.0,1080.0,2400.0,5000.0,55.68181818181818,138.88,134.9,-0.4104786663854943,1,2,1.5020045546147767
2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,59.99,56.99,-0.7532485802851775,1,4,1.8617249664002848
2024.0,128.0,oppo,6.7,lcd,2.2,6.0,0.77,200.0,1080.0,2400.0,5100.0,1.5909090909090908,159.0,135.0,-0.4100387101361044,1,2,1.4336492708366055
2024.0,256.0,xiaomi,6.74,lcd,15.0,8.0,0.81,192.0,1080.0,2400.0,5000.0,41.90476190476191,199.99,144.27,-0.3692547658176592,1,3,1.3646223023828885
2024.0,128.0,xiaomi,6.88,amoled,0.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.978723404255319,129.0,119.0,-0.4804317100384909,1,6,1.2932408911785784
2024.0,256.0,xiaomi,6.67,amoled,12.3,8.0,1.27,174.5,1080.0,2340.0,5000.0,175.12820512820514,181.52,154.98,-0.3221354515079993,1,3,1.3718759695592195
2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,29.444444444444443,59.99,57.99,-0.7488490177912783,1,4,1.8591040170405229
2024.0,128.0,zte,6.56,lcd,1.6,4.0,2.57,254.42,720.0,1600.0,5130.0,6.176470588235294,179.0,128.48,-0.4387238575963269,1,8,1.5068718771503609
2024.0,256.0,xiaomi,6.67,oled,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,6.428571428571429,299.0,204.9,-0.1025092918125534,1,0,1.0351351041352423
2024.0,256.0,xiaomi,6.88,lcd,2.0,8.0,2.57,254.42,1640.0,720.0,5000.0,23.48837209302326,179.9,144.98,-0.3661310764469909,1,7,1.8970505734114438
2024.0,256.0,doogee,6.56,oled,14.1,16.0,1.07,240.0,1080.0,2400.0,5150.0,20.909090909090907,199.99,149.99,-0.34408926835255604,1,5,1.3473103228909928
2024.0,256.0,motorola,6.5,lcd,2.2,8.0,0.8,174.0,1080.0,2400.0,5000.0,262.093023255814,179.99,179.99,-0.21210239353558136,1,3,1.4199246624396942
2024.0,128.0,wrtogo,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,54.85714285714285,199.99,56.99,-0.7532485802851775,1,4,1.76764005805648
2024.0,256.0,xiaomi,6.67,amoled,3.0,8.0,0.8,190.0,1080.0,2400.0,5000.0,3.947368421052632,250.4,242.1,0.06115443296049513,1,3,1.2683408379446126
2024.0,256.0,motorola,6.5,lcd,2.8,12.0,0.8,182.0,1080.0,2400.0,5000.0,120.46511627906978,249.0,179.99,-0.21210239353558136,1,3,1.3565825073171183
2024.0,128.0,oppo,6.43,amoled,1.0,8.0,0.79,183.5,1080.0,2400.0,3600.0,99.04761904761904,199.99,185.19,-0.1892246685673058,1,2,1.38920912911407
2024.0,64.0,samsung,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,1.0,14.25,19.99,19.99,-0.9160323925594462,1,1,4.094474477113222
2024.0,256.0,xiaomi,6.67,amoled,2.4,12.0,2.57,254.42,1080.0,2280.0,5000.0,3.809523809523809,487.62,418.0,0.8350374756373566,1,0,1.2754574641485512
2024.0,128.0,xiaomi,6.74,lcd,14.4,8.0,0.81,192.0,1080.0,2400.0,5000.0,26.19047619047619,144.99,139.77,-0.3890527970402054,1,2,1.43777624320913
2024.0,128.0,doogee,6.56,lcd,1.6,9.0,1.1,252.0,1080.0,2400.0,5150.0,9.318181818181817,119.99,119.99,-0.47607614316953073,1,6,1.3079547555408293
2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,29.444444444444443,199.99,57.99,-0.7488490177912783,1,4,1.7728120178917026
2024.0,256.0,el,6.8,lcd,15.5,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.9756097560975612,123.99,123.99,-0.4584778931939341,1,0,1.2820077276381925
2024.0,256.0,honor,6.67,amoled,2.4,8.0,2.57,254.42,1080.0,2400.0,4500.0,9.130434782608695,229.0,209.0,-0.0844710855875669,1,0,1.0521578519228778
2024.0,128.0,tbest,5.0,lcd,1.4,1.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,199.99,62.81,-0.7276431265706844,1,4,1.7665414286529997
2024.0,128.0,mcmgc,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,44.70588235294118,59.98,55.99,-0.7576481427790767,1,4,1.8555199319045153
2024.0,256.0,xiaomi,6.79,lcd,2.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,73.80952380952381,199.99,199.9,-0.12450710428204918,1,0,1.0492641368680762
2024.0,128.0,samsung,6.65,superamoled,3.4,6.0,2.57,254.42,1080.0,2400.0,5000.0,10.238095238095235,379.0,289.0,0.26749391392436556,1,6,1.3476722557080014
2024.0,256.0,motorola,6.67,amoled,3.1,8.0,2.57,254.42,1080.0,2400.0,5000.0,20.97560975609756,249.0,249.0,0.09151141416839932,1,0,0.9815686589914044
2024.0,256.0,motorola,6.67,oled,2.4,12.0,0.78,175.0,1080.0,2400.0,5000.0,35.348837209302324,199.99,329.0,0.44347641368033175,1,3,1.6231246246157571
2024.0,128.0,oppo,6.7,lcd,2.1,4.0,0.77,186.0,1080.0,2400.0,5100.0,66.22222222222223,139.0,139.0,-0.39244046016050776,1,2,1.5672997199394505
2024.0,128.0,xiaomi,6.74,lcd,15.4,4.0,0.8,192.0,1080.0,2400.0,5000.0,231.42857142857144,130.02,126.0,-0.4496347725811968,1,2,1.5206527566338603
2024.0,256.0,redmi,6.74,lcd,2.6,8.0,2.57,254.42,1080.0,2400.0,5000.0,321.7073170731708,199.99,69.95,-0.6962302503642444,1,0,1.3623841415694868
2024.0,128.0,ukuu,1.8,lcd,0.9,32.0,2.57,254.42,1080.0,2400.0,1800.0,11.62162162162162,39.99,33.99,-0.854438517644858,1,1,3.718674076502514
2024.0,256.0,xiaomi,6.88,lcd,14.1,8.0,2.57,254.42,1080.0,2400.0,5160.0,60.238095238095234,169.9,149.99,-0.34408926835255604,1,0,1.1511311409188543
2024.0,256.0,xiaomi,6.88,lcd,14.1,8.0,2.57,254.42,1080.0,2400.0,5160.0,60.238095238095234,169.9,149.99,-0.34408926835255604,1,0,1.1511311409188543
2024.0,256.0,xiaomi,6.67,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,221.33333333333331,234.92,208.98,-0.08455907683744492,1,0,0.9697965108159604
2024.0,128.0,mcmgc,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,44.70588235294118,59.99,56.99,-0.7532485802851775,1,4,1.8553773320727502
2024.0,64.0,fockety,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.35897435897436,54.98,20.68,-0.9129966944386558,1,1,3.9435303578630556
2024.0,256.0,motorola,6.5,lcd,2.9,4.0,2.57,254.42,1080.0,2400.0,5000.0,193.02325581395348,199.0,199.0,-0.12846671052655845,1,0,1.2087442056764603
2024.0,64.0,akozon,5.0,lcd,1.4,1.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,62.87,62.87,-0.7273791528210505,1,4,1.9788354686031029
2024.0,256.0,vivo,6.67,amoled,3.4,8.0,0.78,188.0,1080.0,2340.0,5000.0,29.285714285714285,199.99,299.0,0.3114895388633571,1,3,1.4198046600600995
2024.0,256.0,xiaomi,6.67,oled,3.3,8.0,0.89,204.8,1080.0,2400.0,5000.0,173.33333333333334,449.0,282.0,0.23669697646707147,1,3,1.398604149812019
2024.0,128.0,cubot,6.56,lcd,4.3,4.0,2.57,254.42,1080.0,2400.0,5100.0,10.526315789473683,199.99,79.99,-0.652058642925497,1,6,1.3825830323132653
2024.0,128.0,vivo,6.68,lcd,14.4,4.0,0.8,199.0,1080.0,2400.0,6000.0,23.72093023255814,89.99,139.0,-0.39244046016050776,1,2,1.72471453229015
2024.0,256.0,realme,6.67,amoled,2.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,226.74418604651163,320.0,320.0,0.40388035123523935,1,0,0.9765021232010772
2024.0,256.0,oneplus,6.67,amoled,3.1,8.0,0.81,191.0,1080.0,2400.0,5110.0,27.906976744186046,329.0,236.78,0.03774876049295165,1,3,1.2862485772933718
2024.0,128.0,oppo,6.56,lcd,2.0,4.0,0.82,250.0,1080.0,2400.0,5000.0,66.22222222222223,199.99,95.0,-0.5860212098920706,1,6,1.4007711469816695
2024.0,128.0,xiaomi,6.88,lcd,17.5,6.0,2.57,254.42,720.0,1640.0,5160.0,1.2195121951219514,199.99,112.0,-0.511228647495785,1,8,1.4502500650514736
2024.0,128.0,xiaomi,6.67,amoled,3.1,8.0,2.57,254.42,1080.0,2400.0,5500.0,44.77272727272727,239.9,239.9,0.05147539547391704,1,6,1.1994534030452546
2024.0,256.0,xiaomi,6.67,oled,2.4,8.0,0.89,204.8,1080.0,2400.0,5000.0,73.63636363636363,297.0,276.0,0.21029960150367652,1,3,1.1410066584189265
2024.0,256.0,cubot,6.58,lcd,2.2,12.0,2.57,254.42,1080.0,2408.0,5200.0,0.4,219.95,219.95,-0.03629587627937119,1,0,1.0212704700153927
2024.0,256.0,xiaomi,6.56,lcd,14.9,16.0,2.57,254.42,1080.0,2400.0,5000.0,13.023255813953488,199.99,138.01,-0.396796027029468,1,5,1.3327267368230755
2024.0,128.0,samsung,6.56,lcd,12.3,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.9523809523809524,155.4,155.4,-0.3202876352605616,1,6,1.1991473592799515
2024.0,128.0,samsung,6.6,superamoled,3.4,6.0,2.57,254.42,1080.0,2340.0,5000.0,10.238095238095235,379.0,289.0,0.26749391392436556,1,6,1.296867591272087
2024.0,128.0,ulefone,6.52,amoled,14.4,4.0,0.87,184.0,1080.0,2400.0,4400.0,52.0,199.99,139.99,-0.38808489329154755,1,2,1.4468630960494981
2024.0,128.0,samsung,6.7,lcd,1.5,4.0,0.88,195.0,1080.0,2400.0,5000.0,104.77272727272728,127.99,127.99,-0.4408796432183375,1,2,1.5196407102176626
2024.0,64.0,ivanky,1.8,lcd,0.7,32.0,2.57,254.42,1080.0,2400.0,800.0,27.045454545454543,59.99,25.99,-0.8896350175960513,1,1,3.933252475041722
2024.0,128.0,xiaomi,6.74,lcd,2.0,4.0,0.8,192.0,1080.0,2400.0,5000.0,231.42857142857144,127.99,127.99,-0.4408796432183375,1,2,1.5338745674193592
2024.0,256.0,doogee,6.56,amoled,3.1,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,289.99,229.98,0.007831735534437343,1,0,0.97331749616572
2024.0,256.0,xiaomi,6.88,lcd,2.0,8.0,2.57,254.42,1640.0,720.0,5000.0,23.48837209302326,179.9,179.9,-0.2124983541600323,1,7,1.8935125918496953
2024.0,256.0,xiaomi,6.67,oled,2.9,8.0,2.57,254.42,1080.0,2400.0,5110.0,1.1904761904761905,149.99,185.98,-0.1857490141971255,1,0,1.1696211335734894
2024.0,256.0,xiaomi,6.71,lcd,2.0,4.0,0.88,192.0,1080.0,2400.0,5000.0,123.25581395348836,201.49,201.49,-0.11751179991674951,1,3,1.418960987330598
2024.0,256.0,xiaomi,6.67,lcd,2.8,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.9523809523809524,156.0,156.0,-0.31764789776422214,1,0,1.1682156315208163
2024.0,128.0,tcl,6.56,lcd,14.3,8.0,0.83,190.0,1080.0,2400.0,5000.0,2.8260869565217392,179.99,141.01,-0.38359733954777053,1,2,1.4029630844512948
2024.0,128.0,xiaomi,6.74,lcd,2.0,8.0,2.57,254.42,720.0,1600.0,5000.0,0.9523809523809524,149.99,149.99,-0.34408926835255604,1,8,1.4475349248051408
2024.0,256.0,samsung,6.56,lcd,12.3,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.7906976744186047,159.0,155.0,-0.3220474602581213,1,0,1.150232797766917
2024.0,128.0,hyrich,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,1.0,149.99,57.99,-0.7488490177912783,1,4,1.7689389343085056
2024.0,256.0,xiaomi,6.88,amoled,16.3,4.0,2.57,254.42,1080.0,2400.0,5000.0,5.319148936170213,199.99,118.99,-0.4804757056634299,1,0,1.370646675420832
2024.0,256.0,xiaomi,6.79,lcd,2.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.9523809523809524,182.0,140.69,-0.3850051995458182,1,0,1.167155127681717
2024.0,128.0,samsung,6.67,lcd,2.4,6.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,206.75,206.75,-0.09437010119884,1,6,1.2246510537959614
2024.0,128.0,google,6.1,amoled,3.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.619047619047619,290.61,290.61,0.27457720953954323,1,6,1.2405730848545589
2024.0,128.0,goshyda,5.5,lcd,1.4,1.0,2.57,254.42,1080.0,2400.0,3200.0,19.45945945945946,62.51,62.51,-0.7289629953188542,1,4,1.7795405917926714
2024.0,128.0,elprico,4.66,lcd,1.3,8.0,2.57,254.42,1080.0,2400.0,3000.0,2.0,57.97,57.97,-0.7489370090411563,1,4,1.679960642518909
2024.0,128.0,samsung,6.6,amoled,2.0,6.0,2.57,254.42,1080.0,2340.0,5000.0,1.1904761904761905,235.0,215.0,-0.05807371062417196,1,6,1.1427392826794107
2024.0,256.0,doogee,6.56,lcd,14.1,16.0,1.07,240.0,1080.0,2280.0,5150.0,5.227272727272727,209.99,149.99,-0.34408926835255604,1,5,1.2581981077361428
2024.0,64.0,ttfone,1.8,lcd,0.7,32.0,2.57,254.42,1080.0,2400.0,800.0,1.0526315789473684,99.99,25.99,-0.8896350175960513,1,1,3.929565021463987
2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,59.99,56.99,-0.7532485802851775,1,4,1.8617249664002848
2024.0,256.0,xiaomi,6.67,amoled,2.5,12.0,2.57,254.42,1080.0,2400.0,5000.0,2.619047619047619,485.76,417.0,0.8306379131434575,1,0,1.338007606203248
2024.0,128.0,samsung,6.7,amoled,14.3,4.0,0.79,200.0,1080.0,2400.0,4200.0,22.27272727272727,170.0,147.17,-0.35649603458535173,1,2,1.4339121522160816
2024.0,256.0,xiaomi,6.67,lcd,2.9,8.0,0.82,198.5,1080.0,2400.0,5000.0,92.04545454545452,199.99,174.89,-0.23454016225446714,1,3,1.2669136227208908
2024.0,128.0,tcl,6.56,lcd,15.1,8.0,0.83,190.0,1080.0,2400.0,5000.0,1.6666666666666663,179.99,144.99,-0.3660870808220518,1,2,1.4021220906517646
2024.0,256.0,xiaomi,6.67,amoled,2.8,8.0,0.8,179.0,1080.0,2400.0,5000.0,36.66666666666666,241.43,169.95,-0.25627400097432895,1,3,1.392251006143783
2024.0,128.0,ciciglow,4.66,lcd,1.1,4.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,44.32,44.32,-0.8089910370828799,1,4,1.8012890524776082
2024.0,256.0,honor,6.7,oled,2.4,8.0,2.57,254.42,1080.0,2400.0,4500.0,1.3333333333333333,199.99,179.0,-0.21645796040454157,1,0,1.11421273708206
2024.0,256.0,xiaomi,6.74,amoled,15.8,8.0,2.57,254.42,1080.0,2400.0,4999.0,337.7272727272727,147.52,131.99,-0.42328139324274083,1,0,1.2125615348105168
2024.0,128.0,ciciglow,4.66,lcd,1.2,4.0,2.57,254.42,1080.0,2400.0,2200.0,21.176470588235293,49.38,49.38,-0.7867292508637501,1,4,1.926086278418873
2024.0,128.0,cmf by nothing,6.67,superamoled,2.6,8.0,0.82,197.0,1080.0,2400.0,5000.0,213.77777777777777,239.0,216.48,-0.05156235813320126,1,2,1.3239389079512933
2024.0,256.0,xiaomi,6.67,amoled,2.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.6666666666666663,278.99,258.0,0.13110747661349173,1,0,0.9677242959464868
2024.0,128.0,ciciglow,5.0,lcd,1.2,4.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,49.43,49.43,-0.7865092727390551,1,4,1.7378872942188233
2024.0,256.0,samsung,6.5,amoled,2.5,6.0,2.57,254.42,1080.0,2400.0,5000.0,2.619047619047619,529.0,399.0,0.7514457882532727,1,0,1.4972092971770479
2024.0,128.0,wrtogo,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,56.99,56.99,-0.7532485802851775,1,4,1.8674166212866348
2024.0,128.0,oppo,6.67,lcd,16.4,4.0,2.57,254.42,1080.0,2400.0,5100.0,0.6521739130434783,149.0,129.99,-0.4320805182305391,1,6,1.3377612866310047
2024.0,256.0,realme,6.78,amoled,2.5,8.0,2.57,254.42,1080.0,2400.0,5500.0,108.63636363636364,549.99,429.0,0.8834326630702474,1,0,1.5093557584278048
2024.0,128.0,xiaomi,6.67,lcd,2.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.9523809523809524,152.06,152.06,-0.3349821739901848,1,6,1.2237906074354425
2024.0,128.0,xiaomi,6.55,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,221.53,168.0,-0.26485314783743225,1,6,1.1436184458396146
2024.0,256.0,oppo,6.67,lcd,19.2,8.0,2.57,254.42,1604.0,720.0,5000.0,0.9523809523809524,199.0,155.0,-0.3220474602581213,1,7,1.8638436790802526
2024.0,256.0,blackview,6.7,lcd,3.2,8.0,2.57,254.42,1080.0,2400.0,5000.0,4.571428571428571,329.99,279.99,0.2278538558543342,1,0,0.9789740128713657
2024.0,128.0,zunate,4.66,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,2800.0,20.0,59.4,59.4,-0.7426456346748805,1,4,1.9408103571182111
2024.0,256.0,xiaomi,6.67,lcd,2.9,12.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,205.0,199.61,-0.1257829774052799,1,0,1.0564908829194006
2024.0,256.0,xiaomi,6.74,lcd,2.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.9523809523809524,140.0,134.66,-0.4115345613840301,1,0,1.2313257798524047
2024.0,256.0,xiaomi,6.67,amoled,2.5,12.0,2.57,254.42,1080.0,2400.0,5000.0,10.75,462.0,408.0,0.7910418506983651,1,0,1.2715443979843781
2024.0,256.0,realme,6.72,amoled,2.2,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,229.0,229.0,0.0035201642904162164,1,0,1.0167563898970384
2024.0,256.0,xiaomi,6.67,amoled,2.4,8.0,0.8,188.5,1080.0,2400.0,5000.0,302.5581395348837,199.99,162.27,-0.29006264092747436,1,3,1.33729517446239
2024.0,256.0,poco,6.67,amoled,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,105.33333333333331,199.99,296.76,0.301634518877023,1,0,1.1786092006240674
2024.0,256.0,samsung,6.67,amoled,2.5,8.0,2.57,254.42,1080.0,2400.0,5000.0,121.42857142857142,472.31,368.0,0.6150593509423988,1,0,1.2363029842672253
2024.0,128.0,el,6.52,lcd,1.6,4.0,0.92,180.0,1080.0,2400.0,4500.0,9.487179487179487,98.99,98.99,-0.568466955541413,1,2,1.6117775869940594
2024.0,256.0,vivo,6.67,amoled,3.4,8.0,0.79,190.0,1080.0,2400.0,5000.0,29.285714285714285,199.99,299.0,0.3114895388633571,1,3,1.441541205703952
2024.0,256.0,motorola,6.67,oled,3.0,8.0,0.76,170.0,1080.0,2400.0,5000.0,21.11111111111111,234.8,234.8,0.029037626755031368,1,3,1.413682751335036
2024.0,128.0,oppo,6.56,lcd,2.1,6.0,0.77,250.0,1080.0,2400.0,5100.0,5.476190476190476,135.0,135.0,-0.4100387101361044,1,6,1.349439587102661
2024.0,256.0,oppo,6.67,lcd,2.4,8.0,0.77,200.0,1080.0,2400.0,5100.0,99.77272727272728,198.0,198.0,-0.13286627302045761,1,3,1.2543672663015935
2024.0,128.0,xiaomi,6.67,amoled,3.1,8.0,2.57,254.42,1080.0,2400.0,5500.0,44.77272727272727,239.9,239.9,0.05147539547391704,1,6,1.1994534030452546
2024.0,128.0,cmf by nothing,6.67,superamoled,2.5,8.0,0.82,197.0,1080.0,2400.0,5000.0,213.77777777777777,239.0,216.48,-0.05156235813320126,1,2,1.3241102922436263
2024.0,64.0,alcatel,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,39.76190476190476,18.88,18.88,-0.9209159069276743,1,1,3.956856489718021
2024.0,256.0,xiaomi,6.88,lcd,2.0,8.0,2.57,254.42,1640.0,720.0,5000.0,23.48837209302326,199.99,179.9,-0.2124983541600323,1,7,1.8664544340027596
2024.0,128.0,vivo,6.56,lcd,2.0,4.0,0.81,186.0,1080.0,2400.0,5000.0,50.888888888888886,149.0,149.0,-0.3484448352215162,1,2,1.5387717805262555
2024.0,256.0,xiaomi,6.88,lcd,15.7,8.0,2.57,254.42,1080.0,2400.0,5160.0,458.0851063829787,156.0,136.0,-0.40563914764220527,1,0,1.2638597225599184
2024.0,256.0,samsung,6.67,superamoled,2.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,13.428571428571429,499.0,379.0,0.6634545383752896,1,0,1.3448884548757245
2024.0,128.0,xiaomi,6.81,lcd,2.0,4.0,2.57,254.42,720.0,1650.0,5160.0,0.7692307692307693,99.0,89.0,-0.6124185848554655,1,8,1.5731996528334633
2024.0,128.0,xiaomi,6.67,amoled,12.3,6.0,2.57,254.42,1080.0,2400.0,5500.0,0.9523809523809524,154.67,154.67,-0.3234993158811081,1,6,1.2763372845441168
2024.0,256.0,xiaomi,6.88,lcd,2.8,8.0,2.57,254.42,1080.0,2340.0,5160.0,60.238095238095234,169.9,169.9,-0.2564939790990238,1,0,1.0771022094833216
2024.0,128.0,dpofirs,6.7,lcd,12.8,8.0,2.57,254.42,1080.0,2400.0,4000.0,0.9523809523809524,153.55,153.55,-0.328426825874275,1,6,1.2797688576761626
2024.0,256.0,oneplus,6.67,amoled,3.1,8.0,0.81,191.0,1080.0,2400.0,5110.0,27.906976744186046,329.0,239.0,0.04751578922940777,1,3,1.2830724386900072
2024.0,128.0,samsung,6.4,amoled,2.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.619047619047619,302.98,268.0,0.1751031015524833,1,6,1.1962794251568336
2024.0,256.0,oppo,6.56,lcd,2.2,8.0,0.77,200.0,1080.0,2400.0,5100.0,1.9047619047619049,150.0,150.0,-0.3440452727276171,1,3,1.3794361283569
2024.0,256.0,xiaomi,6.67,amoled,2.2,8.0,2.57,254.42,1080.0,2400.0,5500.0,44.77272727272727,349.0,349.0,0.5314676635583149,1,0,1.040698485633531
